ДАТА,ДЕНЬ НЕДЕЛИ,ЧАСЫ,МИНУТЫ,ТАГ,ГОСНОМЕР,ВЪЕЗД,ВЫЕЗД,К ОПЛАТЕ
2021-11-01,0,1,38,19440718732,38ADH535,Šid , Šimanovci,2580
2021-11-01,0,1,38,20300513981,16AOS494,Stara Pazova , Subotica,3810
2021-11-01,0,1,38,20400907745,81EL362,Stara Pazova , Subotica,3810
2021-11-01,0,1,38,21320619683,16ARC488,Stara Pazova , Subotica,3810
2021-11-01,0,1,44,19221139272,OG0507IR,Šid , Šimanovci,2580
2021-11-01,0,1,49,19450427968,14BH729,Šid , Šimanovci,2580
2021-11-01,0,1,54,20410729626,BG2025ES,Subotica , Stara Pazova,3810
2021-11-01,0,1,56,19451046833,81ABH720,Dimitrovgrad , Beograd,7860
2021-11-01,0,1,58,20300655121,34DOJ969,Subotica , Stara Pazova,3810
2021-11-01,0,1,58,21250616113,34AJJ171,Subotica , Stara Pazova,3810
2021-11-01,0,1,59,19451046338,31BD771,Dimitrovgrad , Beograd,7860
2021-11-01,0,1,59,21250614985,81EE460,Dimitrovgrad , Beograd,7860
2021-11-01,0,2,1,20400953566,81ABP393,Šid , Šimanovci,2580
2021-11-01,0,2,1,20410728826,07AOR166,Šid , Šimanovci,2580
2021-11-01,0,2,7,19241026665,34SN9466,Dimitrovgrad , Beograd,7860
2021-11-01,0,2,7,19451035992,34PJ3431,Dimitrovgrad , Beograd,7860
2021-11-01,0,2,8,19231026071,34BTB792,Subotica , Stara Pazova,3810
2021-11-01,0,2,9,20300658737,42FD559,Šid , Šimanovci,2580
2021-11-01,0,2,10,21390376883,14AAS401,Pirot zapad , Beograd,7020
2021-11-01,0,2,11,21320619063,07ATJ074,Pirot istok , Beograd,7280
2021-11-01,0,2,19,20400907984,81EB228,Stara Pazova , Subotica,3810
2021-11-01,0,2,25,20300663356,34EEU326,Šimanovci , Šid,2580
2021-11-01,0,2,27,19431002609,16ALB784,Beograd , Pirot zapad,7020
2021-11-01,0,2,30,19241028471,07DKC25,Pirot zapad , Beograd,7020
2021-11-01,0,2,30,20410728271,14ABD978,Šid , Šimanovci,2980
2021-11-01,0,2,35,19221140502,81BG292,Mali Požarevac , Beograd,460
2021-11-01,0,2,36,19221140239,34BTB789,Beograd , Pirot zapad,7020
2021-11-01,0,2,36,19231185836,34CJC437,Beograd , Pirot zapad,7020
2021-11-01,0,2,42,19450427968,14BH729,Beograd , Mali Požarevac,460
2021-11-01,0,2,49,19460014368,RU064ZT,Ruma , Šid,1700
2021-11-01,0,2,49,20410679664,RU094IN,Ruma , Šid,1700
2021-11-01,0,2,49,20410729899,RU089SP,Ruma , Šid,1700
2021-11-01,0,2,50,19460014053,RU048DE,Ruma , Šid,1700
2021-11-01,0,2,51,19441078953,61AAF848,Mali Požarevac , Beograd,460
2021-11-01,0,2,52,20400907521,59JE328,Šimanovci , Šid,2580
2021-11-01,0,2,53,19231026410,42FKB28,Šimanovci , Šid,2580
2021-11-01,0,2,53,21390376321,31GY740,Šimanovci , Šid,2580
2021-11-01,0,2,55,19450411079,34CJK451,Subotica , Stara Pazova,3810
2021-11-01,0,3,0,19221139678,LJ55JPG,Šimanovci , Šid,2580
2021-11-01,0,3,2,20400907190,31ATZ38,Stara Pazova , Subotica,3810
2021-11-01,0,3,3,20300655311,BT9695KM,Šimanovci , Adaševci,2300
2021-11-01,0,3,7,20300513551,42CCZ30,Šid , Šimanovci,2580
2021-11-01,0,3,12,20410728891,14ABD971,Mali Požarevac , Beograd,460
2021-11-01,0,3,15,19221167026,42CNV23,Dimitrovgrad , Pirot istok,570
2021-11-01,0,3,20,20400902845,34AJJ164,Subotica , Stara Pazova,3810
2021-11-01,0,3,24,20400907224,16AKC100,Beograd , Niš Malča,5690
2021-11-01,0,3,25,19440800837,K85T830,Šid , Šimanovci,2580
2021-11-01,0,3,28,19440800654,KPFH085,Morović , Kuzmin,400
2021-11-01,0,3,31,20300611157,CB5709PX,Šid , Šimanovci,2580
2021-11-01,0,3,32,20410728958,35ATD241,Šimanovci , Šid,2580
2021-11-01,0,3,33,19451046833,81ABH720,Šimanovci , Adaševci,2300
2021-11-01,0,3,34,19221140502,81BG292,Šimanovci , Ruma,880
2021-11-01,0,3,36,19440696649,42ACK750,Šid , Šimanovci,2980
2021-11-01,0,3,38,21390376727,67AG461,Dimitrovgrad , Beograd,7860
2021-11-01,0,3,42,19440718989,34KL9271,Mali Požarevac , Beograd,460
2021-11-01,0,3,44,21390376883,14AAS401,Šimanovci , Šid,2580
2021-11-01,0,3,47,19460014384,KU9626AE,Šid , Šimanovci,2580
2021-11-01,0,3,51,21320610187,31HG470,Beograd , Dimitrovgrad,7860
2021-11-01,0,3,52,20410679110,PA2224BC,Dimitrovgrad , Mali Požarevac,7390
2021-11-01,0,3,56,20290902772,33ACT677,Niš Malča , Beograd,5690
2021-11-01,0,3,56,20400907273,34CDH939,Stara Pazova , Subotica,3810
2021-11-01,0,3,56,21250582513,34HH3077,Beograd , Niš Malča,5690
2021-11-01,0,4,1,20410732174,34DMB546,Šid , Šimanovci,2580
2021-11-01,0,4,3,19241028471,07DKC25,Šimanovci , Šid,2580
2021-11-01,0,4,5,19221139025,07DKC21,Šid , Šimanovci,2580
2021-11-01,0,4,8,19231185497,34CJV855,Šid , Šimanovci,2580
2021-11-01,0,4,11,20300663067,34EGV829,Dimitrovgrad , Pirot istok,570
2021-11-01,0,4,12,19440719243,22UB750,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,4,13,19231182999,34BSM100,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,4,13,19241026129,34SN6813,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,4,13,19451035000,34BVF751,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,4,13,20400877435,34DVU734,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,4,13,20410731846,34DMK650,Šid , Šimanovci,2580
2021-11-01,0,4,17,19241031335,34KM4880,Šid , Šimanovci,2580
2021-11-01,0,4,17,21250614985,81EE460,Stara Pazova , Subotica,3810
2021-11-01,0,4,23,21390376404,33EKP78,Stara Pazova , Subotica,3810
2021-11-01,0,4,24,19451046338,31BD771,Stara Pazova , Subotica,3810
2021-11-01,0,4,25,19231026345,34UG1674,Šid , Šimanovci,2580
2021-11-01,0,4,26,20410731952,34PRK45,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,4,27,19441078953,61AAF848,Šimanovci , Šid,2580
2021-11-01,0,4,31,19451080196,81EL518,Beograd , Niš Malča,5690
2021-11-01,0,4,31,20400902365,81EL547,Beograd , Niš Malča,5690
2021-11-01,0,4,34,19431047299,34DLJ416,Beograd , Pirot zapad,9310
2021-11-01,0,4,34,20410724940,81FS327,Dimitrovgrad , Beograd,7860
2021-11-01,0,4,35,19231111196,38LM456,Beograd , Pirot zapad,9310
2021-11-01,0,4,38,20300663760,07ART673,Šid , Šimanovci,2580
2021-11-01,0,4,39,19231026931,14GM889,Šid , Šimanovci,2580
2021-11-01,0,4,39,19231121005,14GG473,Šid , Šimanovci,2580
2021-11-01,0,4,39,20400902704,14ABD982,Šid , Šimanovci,2980
2021-11-01,0,4,42,21250616162,34CIU481,Morović , Šimanovci,2980
2021-11-01,0,4,42,21320608546,34CIU364,Morović , Šimanovci,2980
2021-11-01,0,4,47,20410680829,16ANS967,Mali Požarevac , Beograd,460
2021-11-01,0,4,48,19200563195,CB3215MC,Mali Požarevac , Beograd,460
2021-11-01,0,4,51,20410728891,14ABD971,Šimanovci , Adaševci,2300
2021-11-01,0,4,55,19440696458,34RPK43,Stara Pazova , Žednik,3240
2021-11-01,0,4,55,21390376487,34EGT128,Stara Pazova , Žednik,3240
2021-11-01,0,4,56,19241026665,34SN9466,Stara Pazova , Žednik,3240
2021-11-01,0,4,56,19451035992,34PJ3431,Stara Pazova , Žednik,3240
2021-11-01,0,4,59,21320610427,31DJ770,Beograd , Pirot istok,7280
2021-11-01,0,4,59,21320610922,31AVN57,Beograd , Pirot istok,7280
2021-11-01,0,5,4,20400953764,34DTL603,Šid , Šimanovci,2580
2021-11-01,0,5,13,19451087274,26EM075,Mali Požarevac , Beograd,460
2021-11-01,0,5,13,20410724320,26FB861,Mali Požarevac , Beograd,460
2021-11-01,0,5,15,19440718989,34KL9271,Šimanovci , Adaševci,2300
2021-11-01,0,5,19,21390376602,34DSR516,Mali Požarevac , Beograd,460
2021-11-01,0,5,22,19451034854,16AKH762,Šid , Šimanovci,2580
2021-11-01,0,5,23,20410728727,14ABD973,Beograd , Pirot istok,7280
2021-11-01,0,5,26,19231182833,07DDV60,Pirot istok , Dimitrovgrad,570
2021-11-01,0,5,26,19450411384,76AJ377,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,27,19451079768,16AGL230,Niš Malča , Dimitrovgrad,2160
2021-11-01,0,5,27,19460014384,KU9626AE,Obrenovac , Preljina,2560
2021-11-01,0,5,27,20400877047,34DYZ744,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,28,19440719813,31FJ070,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,28,20300663281,23ABL210,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,29,19451080386,31BD195,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,30,19221140502,81BG292,Ruma , Adaševci,1430
2021-11-01,0,5,30,19440719904,SK4129AC,Preševo , Beograd,8910
2021-11-01,0,5,31,19231026931,14GM889,Beograd , Mali Požarevac,460
2021-11-01,0,5,31,19231121005,14GG473,Beograd , Mali Požarevac,460
2021-11-01,0,5,33,19451045645,81ABK100,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,33,20410679763,CB4529BH,Mali Požarevac , Beograd,460
2021-11-01,0,5,34,19231182700,34BTP203,Dimitrovgrad , Beograd,7860
2021-11-01,0,5,34,19241005214,16SE607,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,35,20300658232,81ED477,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,35,20400902951,33ADY085,Smederevo , Dimitrovgrad,6790
2021-11-01,0,5,36,19451125165,76AAH135,Niš Malča , Dimitrovgrad,2160
2021-11-01,0,5,36,20300838206,34EBM05,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,36,20400885024,CB0266CH,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,36,20410536955,35ATS122,Šid , Šimanovci,2580
2021-11-01,0,5,37,19241030824,33AFH43,Beograd , Dimitrovgrad,7860
2021-11-01,0,5,37,19241032390,33EGG88,Dimitrovgrad , Beograd,7860
2021-11-01,0,5,43,20400877823,10AAJ424,Pojate , Vranje,9310
2021-11-01,0,5,43,21250614050,34DMH150,Šimanovci , Šid,2580
2021-11-01,0,5,44,20300838099,14ABJ165,Dimitrovgrad , Beograd,7860
2021-11-01,0,5,46,21250582208,42EDS84,Subotica , Stara Pazova,3810
2021-11-01,0,5,48,19241026251,CB1454HA,Beograd , Pirot istok,7280
2021-11-01,0,5,52,19440800118,34HY2671,Šid , Šimanovci,2580
2021-11-01,0,5,53,19431001205,RA0656AC,Beograd , Merošina,5500
2021-11-01,0,5,55,19450427224,CB2864PK,Morović , Šimanovci,2300
2021-11-01,0,5,56,19241026194,CB2125AX,Beograd , Pirot istok,7280
2021-11-01,0,5,57,20400953764,34DTL603,Beograd , Mali Požarevac,460
2021-11-01,0,5,59,19231026428,34UG1672,Šid , Šimanovci,2580
2021-11-01,0,6,10,19441078540,34BME438,Pirot istok , Beograd,7280
2021-11-01,0,6,10,19451034680,35BME438,Šimanovci , Beograd,9310
2021-11-01,0,6,13,21250614142,34DLN647,Subotica , Stara Pazova,3810
2021-11-01,0,6,15,19241032457,14GM946,Beograd , Pirot zapad,7020
2021-11-01,0,6,18,20300658927,06JPU65,Pirot istok , Beograd,7280
2021-11-01,0,6,19,19241031566,06JPU71,Pirot istok , Beograd,7280
2021-11-01,0,6,21,19200563195,CB3215MC,Šimanovci , Adaševci,2300
2021-11-01,0,6,23,19450427414,34PK9261,Šimanovci , Šid,2580
2021-11-01,0,6,28,21320608744,34CRZ911,Beograd , Pirot zapad,7020
2021-11-01,0,6,30,19241020841,UE071PS,Preljina , Obrenovac,2560
2021-11-01,0,6,30,20410680829,16ANS967,Šimanovci , Šid,2580
2021-11-01,0,6,37,19231026071,34BTB792,Beograd , Pirot zapad,7020
2021-11-01,0,6,37,19451046247,DJ307CF,Šid , Šimanovci,2580
2021-11-01,0,6,41,19440800118,34HY2671,Beograd , Mali Požarevac,460
2021-11-01,0,6,47,19231120536,07GTV86,Šid , Šimanovci,2580
2021-11-01,0,6,48,20300513775,34SJ7508,Stara Pazova , Subotica,3810
2021-11-01,0,6,50,19451087274,26EM075,Šimanovci , Šid,2580
2021-11-01,0,6,51,20410724320,26FB861,Šimanovci , Šid,2580
2021-11-01,0,6,54,20410699316,34VB8113,Pirot zapad , Beograd,7020
2021-11-01,0,6,54,20410724940,81FS327,Stara Pazova , Žednik,3240
2021-11-01,0,6,56,20300838305,14GM610,Šimanovci , Šid,2580
2021-11-01,0,6,59,19241028083,14DG414,Pirot zapad , Beograd,7020
2021-11-01,0,7,1,19231120965,54H4192,Dimitrovgrad , Pirot istok,570
2021-11-01,0,7,1,20410679896,54AFH195,Dimitrovgrad , Pirot istok,570
2021-11-01,0,7,2,20410728826,07AOR166,Beograd , Niš Malča,5690
2021-11-01,0,7,3,19221139645,34PA0437,Mali Požarevac , Beograd,460
2021-11-01,0,7,7,19231182700,34BTP203,Šimanovci , Adaševci,2300
2021-11-01,0,7,7,20300513577,34BDG916,Niš Malča , Beograd,5690
2021-11-01,0,7,7,20400891006,J63E797,Šid , Šimanovci,2580
2021-11-01,0,7,7,20400953020,NNK344,Aleksinac , Niš sever,9310
2021-11-01,0,7,8,16450172925,NI237FA,Niš istok , Niš jug,50
2021-11-01,0,7,8,20410724965,06CJH280,Dimitrovgrad , Pirot istok,570
2021-11-01,0,7,8,21390376875,06CEP443,Dimitrovgrad , Pirot istok,570
2021-11-01,0,7,9,19450427026,CA2526XH,Mali Požarevac , Beograd,460
2021-11-01,0,7,9,21320608835,CB2526CT,Mali Požarevac , Beograd,460
2021-11-01,0,7,10,20410679763,CB4529BH,Šimanovci , Adaševci,2300
2021-11-01,0,7,19,19440718518,35AKC283,Beograd , Niš Malča,9310
2021-11-01,0,7,20,19450422522,35HC8142,Beograd , Niš Malča,9310
2021-11-01,0,7,24,20400953566,81ABP393,Smederevo , Pirot istok,6210
2021-11-01,0,7,31,19460016165,VA116IK,Ruma , Šimanovci,450
2021-11-01,0,7,32,19221167026,42CNV23,Pirot zapad , Beograd,7020
2021-11-01,0,7,34,21320619766,CB5680CT,Beograd , Pirot istok,7280
2021-11-01,0,7,35,20300658174,42AJA643,Šimanovci , Šid,2580
2021-11-01,0,7,36,20400879647,BT6607AE,Stara Pazova , Subotica,3810
2021-11-01,0,7,38,21390376602,34DSR516,Stara Pazova , Subotica,3810
2021-11-01,0,7,39,19221133945,A34J103,Morović , Ruma,1430
2021-11-01,0,7,41,19241020593,ST7977AC,Preševo , Beograd,8910
2021-11-01,0,7,44,20410732125,34ZBS35,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,7,45,21320608058,34EJD830,Šid , Šimanovci,2580
2021-11-01,0,7,47,19241030139,CB5315KP,Mali Požarevac , Vodanj,310
2021-11-01,0,7,47,20300838818,34EJD401,Šid , Šimanovci,2580
2021-11-01,0,7,49,20300663067,34EGV829,Pirot zapad , Beograd,7020
2021-11-01,0,7,55,20290902772,33ACT677,Stara Pazova , Subotica,3810
2021-11-01,0,7,57,20300658182,42AGT831,Dimitrovgrad , Beograd,7860
2021-11-01,0,7,57,20300838834,35AYY837,Dimitrovgrad , Niš sever,2520
2021-11-01,0,7,57,21320608280,35BAG945,Dimitrovgrad , Niš sever,2520
2021-11-01,0,7,59,19440719904,SK4129AC,Stara Pazova , Subotica,3810
2021-11-01,0,8,1,20300773866,61TL480,Šid , Šimanovci,2980
2021-11-01,0,8,1,20300773981,34ENF414,Šid , Šimanovci,2580
2021-11-01,0,8,1,20410724825,61ADN609,Šid , Šimanovci,2980
2021-11-01,0,8,4,21390376842,31AGD240,Dimitrovgrad , Beograd,7860
2021-11-01,0,8,7,19451079941,34DE0462,Šimanovci , Šid,2580
2021-11-01,0,8,7,20300542493,34DJZ521,Stara Pazova , Subotica,3810
2021-11-01,0,8,8,19241030139,CB5315KP,Vodanj , Beograd,770
2021-11-01,0,8,12,19440718567,CA8586XK,Šid , Šimanovci,2580
2021-11-01,0,8,15,19440718518,35AKC283,Niš Malča , Pirot istok,1590
2021-11-01,0,8,15,19450422522,35HC8142,Niš Malča , Pirot istok,1590
2021-11-01,0,8,16,19460016629,58ABZ538,Dimitrovgrad , Beograd,7860
2021-11-01,0,8,17,19451079842,58ACD928,Dimitrovgrad , Beograd,7860
2021-11-01,0,8,18,21320608777,61ADT818,Dimitrovgrad , Beograd,7860
2021-11-01,0,8,21,19450422225,33RK227,Šid , Šimanovci,2580
2021-11-01,0,8,21,20400907125,33RK180,Šid , Šimanovci,2580
2021-11-01,0,8,24,20300689484,RA2735AC,Šid , Šimanovci,2580
2021-11-01,0,8,26,21250614555,34DIN724,Subotica , Stara Pazova,3810
2021-11-01,0,8,28,20400885255,34BCF598,Šimanovci , Šid,2580
2021-11-01,0,8,32,19451046700,CO1600BC,Mali Požarevac , Umčari,160
2021-11-01,0,8,34,19451034854,16AKH762,Beograd , Niš Malča,5690
2021-11-01,0,8,35,19431002450,42CVT45,Dimitrovgrad , Beograd,7860
2021-11-01,0,8,44,19221139645,34PA0437,Šimanovci , Šid,2580
2021-11-01,0,8,47,19431001601,ZG4729HU,Niš Malča , Beograd,5690
2021-11-01,0,8,47,19450411079,34CJK451,Beograd , Pirot istok,7280
2021-11-01,0,8,49,19451046700,CO1600BC,Umčari , Beograd,630
2021-11-01,0,8,51,19450427026,CA2526XH,Šimanovci , Šid,2580
2021-11-01,0,8,51,21320608835,CB2526CT,Šimanovci , Šid,2580
2021-11-01,0,8,52,19451035042,42AGT754,Dimitrovgrad , Bela Palanka,1440
2021-11-01,0,8,53,19241032390,33EGG88,Stara Pazova , Subotica,3810
2021-11-01,0,8,55,19431002070,CT7142PH,Mali Požarevac , Pirot istok,6820
2021-11-01,0,8,57,20400890354,A45M020,Šid , Sremska Mitrovica,1300
2021-11-01,0,9,5,19231120965,54H4192,Pirot zapad , Niš Malča,1320
2021-11-01,0,9,5,20410679896,54AFH195,Pirot zapad , Niš Malča,1320
2021-11-01,0,9,6,19241030626,UE073EW,Preljina , Obrenovac,2560
2021-11-01,0,9,7,19451034904,33DCU41,Dimitrovgrad , Beograd,7860
2021-11-01,0,9,7,21390376925,33DAY92,Dimitrovgrad , Beograd,7860
2021-11-01,0,9,9,20300838321,34DMA848,Šimanovci , Šid,2580
2021-11-01,0,9,12,20400953020,NNK344,Niš sever , Požarevac,4230
2021-11-01,0,9,13,16330814258,VA081DH,Batočina , Pojate,720
2021-11-01,0,9,13,16330870029,VA109XJ,Batočina , Pojate,720
2021-11-01,0,9,13,19450427240,34KU0408,Šid , Šimanovci,2580
2021-11-01,0,9,15,19221167026,42CNV23,Šimanovci , Šid,2580
2021-11-01,0,9,15,19241031566,06JPU71,Šimanovci , Šid,2580
2021-11-01,0,9,15,20300658927,06JPU65,Šimanovci , Šid,2580
2021-11-01,0,9,18,19241020593,ST7977AC,Šimanovci , Šid,2580
2021-11-01,0,9,26,20410699316,34VB8113,Šimanovci , Šid,2580
2021-11-01,0,9,27,19460014855,E18M803,Šid , Šimanovci,2580
2021-11-01,0,9,28,19431002013,33AFT052,Subotica , Stara Pazova,3810
2021-11-01,0,9,28,20300611983,33ADJ245,Subotica , Stara Pazova,3810
2021-11-01,0,9,31,20400879647,BT6607AE,Subotica , Vrbas,1640
2021-11-01,0,9,32,19431001809,RI6145F,Novi Sad Jug , Stara Pazova,1430
2021-11-01,0,9,33,19460014293,K86M125,Šid , Šimanovci,2580
2021-11-01,0,9,33,20400879126,NTR977,Novi Sad Jug , Stara Pazova,1430
2021-11-01,0,9,37,19451035299,31AEZ451,Subotica , Stara Pazova,3810
2021-11-01,0,9,38,20410725004,42AIN294,Dimitrovgrad , Beograd,7860
2021-11-01,0,9,40,19451079867,CB5039AH,Beograd , Pirot istok,7280
2021-11-01,0,9,41,19241028083,14DG414,Šimanovci , Šid,2580
2021-11-01,0,9,43,21250582968,33ADL044,Dimitrovgrad , Beograd,7860
2021-11-01,0,9,43,21390376677,06CJH846,Dimitrovgrad , Pirot istok,570
2021-11-01,0,9,43,21390376792,06BMP515,Dimitrovgrad , Pirot istok,570
2021-11-01,0,9,45,20300655709,42FD778,Niš Malča , Beograd,5690
2021-11-01,0,9,48,21320600543,VU685EG,Stara Pazova , Novi Sad Jug,1430
2021-11-01,0,9,54,19241030139,CB5315KP,Šimanovci , Adaševci,2300
2021-11-01,0,9,57,15450109515,VA083PD,Batočina , Pojate,720
2021-11-01,0,9,57,20400854640,RA2782AC,Preševo , Beograd,8910
2021-11-01,0,9,59,20300542543,14GM422,Dimitrovgrad , Beograd,7860
2021-11-01,0,10,5,20400879332,NMSM768,Beograd , Leskovac centar,6100
2021-11-01,0,10,6,19440718211,CB2526AM,Dimitrovgrad , Beograd,7860
2021-11-01,0,10,7,20300663026,34EBM60,Dimitrovgrad , Beograd,7860
2021-11-01,0,10,11,20300655915,42AJA647,Šid , Šimanovci,2580
2021-11-01,0,10,12,19431002450,42CVT45,Šimanovci , Adaševci,2300
2021-11-01,0,10,15,20300658059,34CHE637,Pirot zapad , Beograd,7020
2021-11-01,0,10,19,19440800118,34HY2671,Mali Požarevac , Niš Malča,5230
2021-11-01,0,10,20,21250616162,34CIU481,Beograd , Pirot zapad,7020
2021-11-01,0,10,20,21320608546,34CIU364,Beograd , Pirot zapad,7020
2021-11-01,0,10,21,19431047745,07AOK619,Beograd , Pirot zapad,7020
2021-11-01,0,10,22,21320608181,81FA460,Dimitrovgrad , Beograd,7860
2021-11-01,0,10,23,19241031525,54GC966,Pirot zapad , Beograd,7020
2021-11-01,0,10,23,19450392543,34HZ2832,Pirot zapad , Beograd,7020
2021-11-01,0,10,23,20300658182,42AGT831,Šimanovci , Adaševci,2300
2021-11-01,0,10,26,19431001601,ZG4729HU,Šimanovci , Šid,2580
2021-11-01,0,10,30,20410729618,BG2025ET,Beograd , Smederevo,1070
2021-11-01,0,10,37,20300513577,34BDG916,Stara Pazova , Žednik,3240
2021-11-01,0,10,41,19460014343,A87T353,Inđija , Stara Pazova,450
2021-11-01,0,10,42,19221133945,A34J103,Inđija , Stara Pazova,450
2021-11-01,0,10,42,19451046700,CO1600BC,Adaševci , Adaševci,2300
2021-11-01,0,10,44,20400877765,35ANS358,Stara Pazova , Subotica,3810
2021-11-01,0,10,45,19451079842,58ACD928,Šimanovci , Šid,2580
2021-11-01,0,10,45,19460016629,58ABZ538,Šimanovci , Šid,2580
2021-11-01,0,10,46,19441078540,34BME438,Stara Pazova , Subotica,3810
2021-11-01,0,10,50,21390376636,34EJA956,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,10,51,19460014715,34CZH615,Dimitrovgrad , Niš Malča,2160
2021-11-01,0,10,51,20400854681,PGJL326,Niš sever , Merošina,290
2021-11-01,0,10,52,19241028927,31ADP638,Subotica , Stara Pazova,3810
2021-11-01,0,10,55,19431001924,RI2022H,Šid , Šimanovci,2580
2021-11-01,0,11,2,19441088630,TE0910AE,Subotica , Stara Pazova,3810
2021-11-01,0,11,2,20410680936,16ARZ10,Niš Malča , Beograd,5690
2021-11-01,0,11,2,20410724585,16ASR33,Niš Malča , Beograd,5690
2021-11-01,0,11,2,20410731192,34CRZ997,Dimitrovgrad , Beograd,7860
2021-11-01,0,11,2,21390376560,34CRZ997,Dimitrovgrad , Beograd,7860
2021-11-01,0,11,5,19440800365,LJ413UF,Novi Sad Sever , Vrbas,730
2021-11-01,0,11,6,19221133713,RI205ZM,Šid , Šimanovci,2580
2021-11-01,0,11,8,19460016165,VA116IK,Stara Pazova , Novi Sad Jug,720
2021-11-01,0,11,8,20300773338,33AHH683,Subotica , Stara Pazova,3810
2021-11-01,0,11,8,20400879472,PGJU616,Preševo , Vranje,940
2021-11-01,0,11,11,19451034912,33AFY204,Subotica , Stara Pazova,3810
2021-11-01,0,11,12,21250614142,34DLN647,Beograd , Niš Malča,5690
2021-11-01,0,11,13,20300838701,14GF470,Beograd , Pirot zapad,7020
2021-11-01,0,11,14,20410699266,14ABA600,Beograd , Pirot zapad,7020
2021-11-01,0,11,16,19241028240,34AJJ165,Niš Malča , Beograd,5690
2021-11-01,0,11,17,21250616964,35FS524,Dimitrovgrad , Beograd,7860
2021-11-01,0,11,20,19241030881,CB0024HM,Šid , Šimanovci,2580
2021-11-01,0,11,21,19451086979,14DZ014,Mali Požarevac , Vodanj,310
2021-11-01,0,11,27,20400877443,34PA0685,Beograd , Aleksinački rudnici,4630
2021-11-01,0,11,30,20410732125,34ZBS35,Niš Malča , Beograd,5690
2021-11-01,0,11,30,21250582893,34AJJ170,Dimitrovgrad , Beograd,7860
